src_office_id,dst_office_id,volume
11200,11209,198
17282,13237,228
10916,15008,300
15891,17781,176
13170,13509,1
16117,11209,1
16236,19147,1
11147,17223,300
10568,13840,229
13694,13454,1
18812,18219,1
11200,15378,300
11112,15270,1
12352,12355,288
10748,10955,1
12940,12270,159
10916,11853,1
13555,15976,1
12868,17464,1
10916,17464,165
10916,18812,3
19300,13582,209
15891,12369,5
15483,17282,1
13509,16855,300
12205,17464,157
12352,11561,210
10705,13563,145
13563,10326,78
15008,10901,1
10705,17738,300
12205,10963,300
12940,13237,1
10316,12868,1
18441,10985,9
18448,12205,233
13694,11455,300
13417,11022,300
13509,19846,1
11147,11163,1
13636,13237,300
12868,11181,30
10568,18110,1
19300,12270,1
18542,11455,49
11112,15378,187
17282,10748,300
18812,17282,1
16236,13665,5
16325,12633,300
12652,10901,1
11200,13417,1
12940,17282,1
18827,18411,1
13555,16855,300
16236,17522,1
10568,19300,1
13417,18812,1
12940,16887,1
12652,19430,300
18542,14278,1
19915,17464,1
16683,11209,1
10705,12369,1
19915,18812,1
17738,15008,300
11200,15948,300
16236,10326,1
16855,17752,56
15483,12352,1
12940,14736,224
12868,18812,300
15008,18941,1
18812,18542,250
18812,15891,1
11200,10177,1
12868,10955,300
19273,12205,1
11022,13417,1
16236,18827,272
10705,15948,200
18441,19273,1
15483,15241,300
11181,12205,1
19134,12652,151
12940,14053,1
16236,11209,1
16325,15724,300
12205,12562,15
12205,16683,168
10705,19846,1
18542,15483,300
13665,15008,37
16855,12355,300
14519,10748,300
11200,16108,16
13694,11147,1
13694,12352,273
12652,11200,1
10326,13563,212
16236,19430,157
13165,11209,300
13489,12868,300
11112,10301,1
16236,13694,1
11147,12369,1
12868,10316,1
15264,12205,1
13509,11561,300
13417,13073,1
19915,17282,236
17522,18799,300
16325,10901,1
18812,16236,1
11561,12205,133
10568,10796,300
15948,15008,1
13636,15891,286
19915,12633,67
18441,10326,72
10375,13417,229
18441,10044,1
19333,12868,279
16117,16683,300
15264,10916,1
15651,12868,300
11561,13417,1
18812,15948,300
11209,10326,1
12868,10748,1
12940,10901,1
13417,14704,1
12652,10705,1
13636,11853,300
16325,10326,227
15483,10269,300
18219,10326,1
16236,18941,1
18827,13100,300
11147,19300,1
19300,13917,1
12652,13100,1
15008,15891,300
10705,18812,138
10748,19333,1
13417,18411,1
16236,10955,300
13509,11200,85
12940,10985,1
15891,15241,300
15483,19915,1
15891,11853,1
12652,19333,300
18411,13417,160
15008,13460,1
15686,15848,1
12868,11466,300
12940,11261,197
17464,18448,300
18542,18812,172
15008,11853,39
12352,12369,1
16236,11261,300
17282,18542,1
18812,10568,1
15264,12868,1
19915,12369,1
19300,17522,115
15891,10963,1
15008,13170,222
11209,10316,1
14519,13563,1
12868,11209,285
10657,14519,86
15891,12352,300
13417,17789,1
11200,16683,1
15891,12633,186
18542,17504,300
14234,13665,300
19915,18941,1
19300,13237,300
10326,10916,300
18827,19333,1
10044,11466,300
13636,10316,1
12205,16028,300
13417,19300,300
16117,17464,1
12868,19300,184
11209,11189,300
18441,12562,1
11261,10044,1
13417,15270,1
13694,15483,1
16236,13073,1
11209,17282,300
10748,15483,1
10916,15378,1
18448,10177,1
17282,10901,70
16325,13454,300
12940,19143,1
17282,18941,1
10916,17504,300
12355,16236,300
19300,12746,300
16855,10177,1
18827,12369,1
18827,18448,1
13555,14519,300
15077,12868,34
10044,12355,1
19915,15891,218
19300,19500,300
14519,13417,227
12352,11455,300
11147,11455,1
11561,10044,300
12652,16887,90
19915,10568,300
11147,13665,1
18441,11466,1
12216,14519,155
11147,17522,1
10796,15008,134
16117,16028,1
18812,18941,1
16236,12270,1
17522,11561,1
19915,13170,24
12868,15183,1
16117,13694,82
13460,15008,1
15270,15008,128
12352,19147,128
18441,10963,300
15651,10916,1
19273,16117,80
16325,12352,7
18441,14358,191
18941,15008,1
12616,13665,300
18542,13417,1
18441,13582,300
10796,16236,216
12352,17504,1
15848,12652,1
18812,17738,1
15891,16683,1
13694,13917,5
15483,18448,270
15241,14519,1
12352,19915,240
10705,10568,185
18441,12270,185
19273,13417,300
16236,14278,1
10316,18827,300
11147,10269,300
15483,15948,1
16236,16339,273
12652,18812,1
10705,13100,1
12940,10568,17
16325,12369,1
10705,15241,290
12868,17752,1
12616,17522,233
19300,15601,1
16855,16887,50
15270,16236,1
18827,11853,1
18812,10955,83
10705,18448,300
16236,18812,1
11209,11853,138
16117,10269,1
15848,15651,143
16325,15185,300
13917,16855,300
15008,15264,75
13509,19500,300
12868,18411,1
13417,13237,300
12746,11209,300
12616,16028,169
19915,15848,300
13417,18219,1
12352,15601,148
12205,18799,132
13636,13509,13
13417,16028,101
18827,16339,75
13694,16962,300
11112,16887,93
10044,16028,1
13636,13694,300
13917,18827,1
16325,10867,300
10568,15891,300
18827,10796,269
13917,15008,161
19300,15483,1
14257,12868,1
13636,12746,1
13509,13417,1
11209,10955,300
15976,10568,1
13417,10269,1
11200,15848,253
18441,11181,1
16325,12562,1
10748,19430,1
17282,11261,300
13694,19134,1
19300,17752,1
12352,11200,1
16117,19134,1
12868,13237,300
10748,12270,1
12868,16339,1
10748,10044,124
16962,11147,1
11147,18110,1
18448,11209,25
12652,10568,1
13417,15264,1
15891,15264,247
13555,14358,213
19915,14053,1
10705,10796,1
19915,19502,242
19300,17781,118
11147,10705,300
17282,15724,188
18542,15270,150
17282,12562,277
16236,18110,300
11112,19300,300
11112,12633,1
17010,12868,1
10916,12369,230
15483,17223,7
15008,17464,300
16108,10916,161
19300,14736,1
11147,18827,300
16855,19143,1
18448,17504,94
13417,15891,300
19846,16855,1
10748,17223,249
18441,13460,34
16325,19143,1
15483,13460,300
15891,10657,1
11200,13100,102
11112,10177,122
15270,12868,169
10044,16108,31
15483,13665,278
16325,14358,131
10796,12868,276
15008,10657,91
18812,13073,300
15008,14234,1
16117,17738,223
12940,14278,1
16325,18219,1
18542,18827,300
11112,10705,263
13165,13555,27
10867,12352,1
11209,11561,1
16236,15183,1
13563,19134,300
10568,17282,300
13636,10985,1
12352,13694,300
15185,10044,1
13694,17504,1
16236,14736,1
10748,13694,1
10705,19502,300
18827,16683,300
16117,12633,1
18812,10326,221
16117,15651,1
17282,11561,1
12205,15651,260
18827,17504,300
14257,16236,200
14519,10326,300
11200,10568,300
19915,10796,71
13694,11466,50
12940,10867,1
12940,12562,218
12205,10326,1
10748,11466,1
18542,14053,296
12940,12352,300
13694,11853,1
12205,12216,1
19915,13454,170
12940,18542,1
18827,10901,1
12352,15270,300
11853,16236,1
13694,15724,300
16855,14358,300
13694,18411,1
13417,11561,300
11200,19333,45
16236,18542,1
11209,16855,253
10748,18411,300
13555,15185,1
18799,13555,1
13694,12940,1
12940,15483,300
12652,11466,1
16236,11455,1
10916,10867,259
16117,16339,300
13417,13694,1
13509,11181,300
12868,12652,97
17282,18411,1
10705,17522,1
13694,13665,1
12616,11163,282
12940,19239,300
12205,12652,1
14234,10326,1
13509,16887,300
17752,15686,300
12868,15241,300
16117,11163,212
10748,18827,1
12205,13460,1
13509,11022,300
15891,18941,1
12940,17752,300
13417,18941,1
11112,14053,59
16236,12940,300
12652,14736,300
13636,15948,300
13694,10985,300
14257,12205,300
16855,12616,1
17738,12868,183
17282,17504,300
19915,15241,1
11209,10177,300
19300,19273,300
16683,13417,241
18219,13417,1
16117,19785,1
11112,19915,1
11209,19134,300
17282,19502,300
15891,13460,1
15008,11466,300
17282,15183,8
13555,13170,300
11112,15185,1
14234,16887,300
16325,16683,1
17282,16887,253
18441,15264,1
10748,13563,1
10044,18827,1
17282,15891,1
10044,10326,1
14234,14358,300
10705,12216,1
13417,10901,1
10568,15976,233
19300,16887,1
10705,14234,299
18812,19846,1
10705,10955,300
12652,14278,300
18219,18542,1
12652,10963,300
18812,17752,300
18799,16855,300
11209,16962,184
11147,18219,87
18542,11200,100
10963,14519,91
13665,16236,1
